issn,count,cited,citation
0005-7967,384,348,2996
"0912-1870,2185-1557",384,1,1
1570-1808,384,152,409
1738-1584,384,250,821
2296-701X,384,289,1190
"1062-3590,1608-3059",384,112,173
"1636-3671,1951-624X",384,7,9
1814-9332,383,327,1778
1161-0301,383,328,2188
0903-4641,383,254,846
"0167-4366,1572-9680",383,189,544
2213-333X,383,145,384
"1365-8816,1362-3087",383,286,1392
"0040-5779,1573-9333",383,180,595
2210-6707,383,317,1756
"0033-8222,1945-5755",383,198,686
1931-5244,382,321,2553
"0950-7116,1754-2138",382,51,77
"0965-5441,1555-6239",382,180,432
1553-3271,382,6,7
2318-5880,382,0,0
"0042-1294,1996-6652",382,123,300
0743-0167,382,297,1449
"1828-6011,1828-6003",382,42,53
1369-5266,382,325,4132
1662-9507,382,76,119
"0025-7931,1423-0356",382,217,781
0567-7351,382,242,922
1367-0484,382,182,730
1094-9054,381,32,66
2073-4344,381,286,1350
"0025-3359,2049-680X",381,11,14
0536-1044,381,3,3
1225-4517,381,114,175
"1341-1098,2186-1005",381,213,531
"0564-6162,2305-3135",381,102,193
0271-2091,381,269,1053
"0956-618X,1751-8539",381,3,4
"2193-7192,2193-7206",381,263,845
1568-9883,380,336,2080
"0302-8933,1432-072X",380,256,1008
1526-9523,380,176,626
1057-9230,380,230,813
0332-1649,380,160,325
1937-8726,380,144,287
"0946-2716,1432-1440",380,308,1864
0944-5013,379,302,2054
0104-4230,379,121,278
1360-1385,379,334,5222
0957-4158,379,283,1660
2213-0209,379,108,283
0094-9930,379,143,277
"0144-686X,1469-1779",379,147,315
"1386-7857,1573-7543",379,230,958
0210-5691,379,162,520
"0018-067X,1365-2540",379,306,1863
1303-5010,379,32,41
0143-2095,379,306,2017
0950-5849,379,302,1801
1877-1297,379,132,300
"1049-0965,1537-5935",379,89,181
"1352-8165,1469-9990",379,37,55
"0360-0025,1573-2762",379,245,913
"1937-1888,1938-4114",379,276,1286
"0269-2163,1477-030X",379,278,1829
"1300-0179,1303-6114",378,145,260
"0040-5795,1608-3431",378,132,273
1024-9834,378,0,0
"2190-572X,2190-5738",378,185,491
"0818-9641,1440-1711",378,279,1588
"1931-7557,1931-7565",378,252,871
"0026-9255,1436-5081",378,156,291
0040-3644,378,1,1
0716-1018,378,89,141
2185-6540,378,2,2
2095-4956,378,309,1516
2192-9076,378,28,39
"0924-669X,1573-7497",378,235,1028
1932-5150,378,180,397
0140-7775,378,225,778
2081-9390,378,20,20
1352-0504,378,275,1918
"1437-4315,1431-6730",378,279,1403
"1225-8873,1976-3794",378,283,1236
0744-6314,378,72,109
"0075-4269,2041-4099",378,2,2
1877-7503,377,267,1188
2212-0416,377,300,2494
1471-5953,377,254,826
0965-1748,377,323,2464
2249-0205,377,67,123
0020-7225,377,310,3086
1369-5274,377,325,3452
"1552-3098,1941-0468",377,317,2671
0894-3230,377,211,688
"0020-6814,1938-2839",377,272,1331
"0253-4827,1573-2754",377,204,656
"0972-8279,0974-942X",377,101,180
"0301-486X,1573-0832",377,269,901
"0028-1298,1432-1912",377,278,1178
1226-9565,377,27,38
2212-4209,377,274,1163
"1024-8919,2071-7733",377,6,6
"2150-704X,2150-7058",377,236,893
"2156-342X,2156-3446",377,265,1445
"2160-8792,2160-8806",376,63,99
0340-1650,376,9,10
"1752-0363,1752-0371",376,275,1108
"0143-3334,1460-2180",376,302,1945
"1435-2443,1435-2451",376,252,976
"0021-891X,1572-8838",376,288,1123
0004-8666,376,213,735
0392-8764,376,41,70
"0275-5947,1548-8675",376,256,734
1552-4922,376,283,1384
0899-8256,376,224,682
0038-9056,376,218,737
0196-0202,376,292,1518
2157-7110,376,39,68
"1362-3613,1461-7005",376,310,2154
0024-4082,376,275,1250
2157-1422,376,308,2325
0146-0404,376,330,1807
"1976-2283,2005-1212",375,258,1081
"0033-832X,1432-2102",375,120,205
"1532-3641,1943-5622",375,249,949
"1348-0685,1881-817X",375,36,41
0271-3586,375,252,932
0022-2720,375,247,871
1060-152X,375,176,379
0954-6928,375,233,733
"0192-513X,1552-5481",375,239,892
2153-6856,375,5,5
1583-0691,375,4,5
"0950-9240,1476-5527",375,245,997
"0470-8105,1349-8029",374,252,747
"0741-238X,1865-8652",374,247,1233
0141-9889,374,185,823
2414-7524,374,0,0
"1535-3141,1556-7125",374,315,1556
1492-7535,374,209,556
"1536-383X,1536-4046",374,244,688
2162-3279,374,254,1003
1354-523X,374,222,700
"1941-7705,1941-7713",374,294,1723
0997-7538,374,317,2005
"2041-8205,2041-8213",374,367,6297
0300-8916,374,132,239
"0256-1530,1861-9533",374,265,928
"0010-3853,1573-2789",374,207,535
"0020-7217,1362-3060",374,164,404
0163-5999,374,165,484
"1059-7700,1573-3599",374,268,924
"0160-5682,1476-9360",373,199,565
0973-029X,373,141,291
"1469-7688,1469-7696",373,182,506
0304-128X,373,141,238
"1473-7159,1744-8352",373,296,1398
"2156-1028,0589-087X",373,75,103
"2159-8274,2159-8290",373,327,6735
"1344-6606,1881-3984",373,179,328
"1360-8185,1573-675X",373,304,1758
1699-258X,373,166,434
"0895-4801,1095-7146",373,187,474
1935-7524,373,182,437
1932-6254,373,262,1072
"2190-5487,2190-5495",373,197,559
0022-4510,373,199,577
"0026-4423,1460-2113",373,85,228
"1369-6998,1941-837X",373,243,883
"1369-3786,1460-2709",373,266,1174
0278-7407,373,313,2175
0972-0707,373,160,356
"0010-9312,1938-159X",372,245,1010
1432-0576,372,274,959
2164-8646,372,13,19
0971-9784,372,126,247
0385-8146,372,229,705
0049-089X,372,280,1140
"0018-9855,2195-0237",372,27,42
"0038-2353,1996-7489",372,129,289
"0219-4554,1793-6764",371,244,779
"0301-0066,1468-4233",371,163,447
1865-1674,371,286,1158
1573-4137,371,187,511
"2168-6777,2168-6785",371,303,2917
"0920-9069,1573-0778",371,211,579
0306-4565,370,264,1244
1662-6575,370,209,412
"2374-4235,2374-4243",370,229,578
0005-0423,370,244,579
"2249-5290,2277-940X",370,15,20
1414-3283,370,105,198
"0030-8684,1533-8584",370,8,10
"0385-4213,1348-8147",370,128,217
1555-1415,370,180,496
0954-6820,370,315,3438
"1063-7869,1468-4780",370,176,854
1464-6722,370,278,1688
"0944-1174,1435-5922",370,276,1830
1468-1218,369,280,1247
0997-7546,369,268,1196
0269-4727,369,266,929
"2377-1666,0363-2946",369,6,10
1753-0393,369,243,927
"0719-7462,0716-310X",369,0,0
"1066-8926,1521-0413",369,98,179
"0884-5336,1941-2452",369,233,1243
"0271-9142,1573-2592",369,269,1779
1074-5521,369,329,4358
"0004-9727,1755-1633",369,104,217
"1784-3286,2295-3337",369,165,330
0011-2275,369,262,884
"1226-8372,1976-3816",369,225,763
1546-542X,369,197,578
1110-4406,369,0,0
0968-4328,368,269,1233
"1975-8456,2093-5951",368,150,275
0104-0014,368,27,29
1062-7995,368,295,4381
1435-8603,368,276,1055
"1750-743X,1750-7448",368,283,1190
1068-2341,368,76,103
"1534-4827,1539-0829",368,323,1894
"1544-1709,1544-1717",368,202,1407
"0895-0172,1545-7222",368,222,635
"1066-8969,1940-2465",368,163,395
0261-5606,367,284,1343
1229-7992,367,22,27
1738-3803,367,42,58
0040-2176,367,6,8
"0044-2275,1420-9039",367,199,801
"1084-5453,1930-8892",367,23,33
"1815-2406,1991-7120",367,232,854
2052-1553,367,323,2784
"2312-7198,0037-8054",367,10,12
2092-7614,367,194,524
0959-440X,367,319,3892
0016-8025,367,218,1002
0960-3085,367,303,1500
"1598-2998,2005-9256",367,256,1558
"1040-6387,1943-4936",367,222,633
"1420-326X,1423-0070",367,169,405
"0312-5963,1179-1926",367,274,1882
"2256-0629,1691-5887",367,2,2
1878-5409,367,84,105
"0388-5321,1881-4743",366,10,12
"1472-8222,1744-7631",366,314,1869
1939-1374,366,231,1415
"1569-8025,1572-8137",366,223,655
0048-3575,366,304,1642
"0169-1864,1568-5535",366,209,571
"1049-9091,1938-2715",366,171,348
1874-155X,366,34,50
"2050-8719,2052-2908",366,9,9
"1913-9055,1913-9047",366,15,19
1982-1263,366,3,3
"1556-8253,1556-8342",365,207,788
1756-8722,365,320,2635
"1346-1427,1884-3778",365,3,3
"0018-3768,1436-736X",365,202,477
"0919-9268,1444-2906",365,219,527
"1523-3782,1534-3170",365,270,1129
0904-2512,365,239,743
"0449-010X,2326-2516",365,3,3
0969-6997,365,280,1304
1070-8022,365,201,717
"0010-7999,1432-0967",365,302,1660
1551-8833,365,109,309
0965-2299,365,266,1270
2238-3182,365,2,3
"0926-7182,1876-5653",364,2,2
1880-6821,364,168,383
0163-4356,364,286,1173
"0967-6120,1573-143X",364,198,501
1364-6613,364,326,5744
"0341-2350,1439-3859",364,9,10
"1863-6705,1863-6713",364,177,657
0013-8703,364,248,829
"1624-0693,1951-6959",364,47,67
"1029-8436,1477-268X",364,202,527
2310-5593,364,0,0
2405-4577,364,27,36
2394-4714,364,16,18
"2050-3717,2052-2878",364,1,1
"0146-1672,1552-7433",364,319,1782
"2088-8708,2088-8708",363,12,31
0946-672X,363,302,1969
1520-7552,363,300,1647
1363-755X,363,268,1803
1773-2247,363,251,803
1741-7007,363,285,2744
"0141-1594,1029-0338",363,164,429
"1071-2690,1543-706X",363,211,658
2341-2879,363,11,11
2072-6694,363,310,2529
0924-2031,363,258,925
"1619-3997,0300-5577",363,185,543
2326-3253,363,67,92
1879-6257,363,306,2599
"0003-9527,1432-0673",363,282,1258
"1097-3958,1558-9293",363,244,670
"0166-8595,1573-5079",362,276,1655
1674-2001,362,301,1746
"1672-9145,1745-7270",362,225,738
0016-7126,362,3,4
0026-7902,362,120,662
0103-1104,362,104,157
"0002-9920,1088-9477",362,54,154
0024-4074,362,277,1194
"0024-9831,1751-763X",362,241,750
1999-8775,362,0,0
"0025-5610,1436-4646",362,222,970
"1939-1501,0893-164X",362,307,1529
"0287-4547,1881-1361",362,233,673
"1080-7039,1549-7860",362,234,861
"0890-1171,2168-6602",362,216,921
0933-5137,362,146,305
0163-7258,362,341,5560
"1341-2167,1881-0764",362,1,1
1943-0264,361,340,4940
0120-5633,361,11,13
"1524-8399,1552-6372",361,242,718
0048-6604,361,214,759
2040-1116,361,228,1002
0168-0102,361,296,1354
"0023-6837,1530-0307",361,294,1807
0156-5788,361,171,470
2287-1705,361,158,317
"0144-8463,1573-4935",361,242,973
"0026-8232,1545-6951",361,4,4
"1865-9063,0049-8661",361,4,5
2211-5463,360,253,1119
1981-8203,360,11,12
"0925-5001,1573-2916",360,214,813
"1468-0629,2164-7402",360,215,735
1471-2350,360,277,1199
0100-6762,360,109,167
2348-0394,360,41,76
2146-7943,360,0,0
"1566-0621,1572-9737",360,251,889
"0958-3157,1360-0478",360,231,572
"2353-8139,1643-8183",360,0,0
"2088-8694,2088-8694",360,29,36
0961-5539,360,227,1178
1353-5773,359,249,856
"1863-9933,1863-9941",359,186,435
"1229-9138,1976-3832",359,248,753
"1077-8004,1552-7565",359,200,648
"1068-3674,1934-8037",359,30,37
"0003-0651,1941-2460",359,73,144
0019-5413,359,156,357
"0143-3857,1469-4417",359,153,301
"1743-0437,1743-0445",359,121,193
0031-9317,359,286,1819
1680-0087,359,20,22
0044-0027,358,13,15
"2161-9549,2161-9565",358,285,1363
1046-7408,358,285,1570
1296-2074,358,245,997
1067-151X,358,250,1387
"0301-9233,1743-2812",358,150,382
"0971-8044,0973-712X",358,39,57
"0277-5212,1943-6246",358,229,752
1386-5056,358,293,1925
"0973-3930,1998-3832",358,67,106
0003-3170,358,39,51
"1432-9840,1435-0629",358,296,1733
2161-069X,358,17,21
0952-7907,358,260,1231
"0094-6176,1098-9064",358,257,1247
0742-4787,358,184,425
1534-0392,358,170,395
"1024-1809,1024-1809",357,42,59
"2045-452X,2045-4538",357,252,1030
"1964-8189,2116-7214",357,171,421
"0920-5063,1568-5624",357,271,980
1662-5099,357,287,1884
0093-0334,357,155,416
"0947-0867,1868-6249",357,30,43
"1932-4553,1941-0484",357,284,3167
"0957-798X,0957-798X",357,93,134
"0044-7447,1654-7209",357,291,2095
"0146-4760,1945-2403",357,246,1253
1475-2891,357,290,1895
0003-8504,357,35,96
0971-4065,357,133,253
"1336-9075,0366-6352",357,164,320
1567-2018,357,191,586
"0306-8374,1477-1500",357,10,23
0233-111X,357,231,718
0899-0042,357,253,1012
2277-1964,357,34,41
"1674-0068,2327-2244",357,140,245
"0378-2697,2199-6881",357,233,579
"0018-9197,1558-1713",356,268,1052
1934-662X,356,235,1325
1286-4579,356,276,1341
0196-206X,356,195,929
2079-052X,356,122,220
1472-6874,356,261,960
"0022-4189,1549-6538",356,9,16
1475-2867,356,281,1287
"0267-6591,1477-111X",356,188,633
1535-1459,355,221,749
1738-3110,355,75,87
1366-9516,355,290,2365
"1436-3291,1436-3305",355,266,1427
"1923-4155,1923-4163",355,21,23
0769-4563,355,0,0
"1070-3284,1608-3318",355,173,395
0024-3841,355,198,493
"1479-9189,2052-2924",355,12,15
0375-6505,355,271,1597
"0362-1197,1608-3164",355,83,112
1056-9103,355,58,97
"1729-214X,1018-130X",354,12,13
"1557-9883,1557-9891",354,194,501
"1939-1315,0022-3514",354,325,3130
1542-426X,354,0,0
1864-063X,354,214,977
0022-3840,354,25,28
"0308-0226,1477-6006",354,139,267
"0091-8369,1540-3602",354,162,641
0377-0257,354,283,1282
0141-1187,354,244,940
2411-7609,354,2,2
"1695-2294,0212-9728",354,110,202
"0008-6312,1421-9751",354,176,445
0869-5873,353,0,0
"0236-235X,2311-2735",353,4,4
0969-9546,353,171,531
"1757-9694,1757-9708",353,297,1882
2211-3355,353,234,613
"0940-6689,1439-085X",353,15,20
0894-0959,353,215,777
1769-7212,353,262,1246
"0911-0119,1435-5914",353,110,189
0304-4203,353,300,2123
"0007-6805,2044-768X",353,27,49
1120-8694,353,229,756
"1752-1416,1752-1424",353,287,1649
1875-5364,353,146,267
0263-9319,353,41,50
"1472-2739,1472-2747",353,162,297
"1738-8228,2288-8241",353,181,389
1320-5463,352,181,475
0095-2583,352,180,520
"2364-3722,2196-9736",352,145,350
"1062-8606,1555-824X",352,181,578
0959-5236,352,216,953
2212-134X,352,94,240
"1673-1905,1993-5013",352,148,253
1544-3191,352,171,515
"1369-1058,1464-5351",352,223,883
"0090-4341,1432-0703",352,273,1263
"1528-7394,1087-2620",352,294,1576
0100-6916,351,105,166
0259-1162,351,87,167
1989-1490,351,27,39
"1735-143X,1735-3408",351,220,651
2319-8753,351,60,82
0370-0046,351,67,140
0955-5986,351,229,735
"1438-4957,1611-8227",351,169,490
0049-0172,351,300,2459
"1388-7491,1876-8776",351,41,55
"1060-1325,1520-5738",351,211,572
"1403-4948,1651-1905",351,239,738
0730-6679,351,136,363
0363-8111,351,225,790
"2053-0889,2053-0897",351,12,16
1598-6721,351,50,76
"0149-2063,1557-1211",351,286,2931
1934-421X,351,1,1
"1674-800X,1674-8018",350,244,1765
"0167-6997,1573-0646",350,296,1667
2301-3567,350,52,77
"0034-6373,2052-9449",350,3,3
"2075-1133,2075-115X",350,103,157
"0022-3816,1468-2508",350,186,875
0966-842X,350,298,4032
1517-8382,350,248,726
"0002-8487,1548-8659",350,253,884
1040-8703,350,257,1255
"0004-5632,1758-1001",350,195,646
"1353-3452,1471-5546",350,207,607
0887-6185,350,297,2044
0885-4513,350,209,621
0010-4485,350,269,1382
1570-1786,350,189,392
"1478-9515,1478-9523",349,168,422
"0948-6143,1432-119X",349,290,1320
"1121-8428,1724-6059",349,227,800
"1314-2828,1314-2836",349,124,460
0090-4481,349,103,253
0047-2727,349,262,1248
2071-9639,349,0,0
0734-9750,349,325,6527
0160-9289,349,258,1247
"0924-6460,1573-1502",349,215,574
0162-220X,349,200,730
1477-7827,349,286,1580
2264-119X,349,8,9
"0024-4201,1558-9307",349,266,981
"0033-8362,1826-6983",349,225,915
0816-4622,348,129,339
0253-7176,348,137,327
"1865-7109,0932-0784",348,108,273
0718-0764,348,23,31
2211-3797,348,80,330
1662-5110,348,267,1484
"0975-6809,0976-4348",348,122,274
"2074-9007,2074-9015",348,69,99
1085-3278,348,251,1738
"0939-2661,1439-1074",348,51,69
1996-0816,348,96,143
1918-6983,347,6,6
1744-1609,347,51,196
1754-9477,347,179,497
"0192-6233,1533-1601",347,213,1026
"2211-6524,2213-4565",347,1,1
0025-1747,347,221,777
"1943-7722,0002-9173",347,17,79
"1434-6222,1436-0578",347,110,226
0210-4806,347,194,636
"2157-9083,2157-9091",347,127,374
0947-5117,347,192,511
1559-2332,347,123,589
0103-6440,347,186,450
"1923-8703,1923-869X",347,20,21
"1616-7341,1616-7228",347,252,907
"1170-7690,1179-2027",347,282,1639
0197-4572,346,135,398
1338-4317,346,210,682
0304-405X,346,313,3130
"1687-8132,1687-8140",346,158,275
"1633-4760,1638-1963",346,40,83
"0731-7131,1555-3337",346,23,31
1527-8999,346,300,1990
"2156-8359,2156-8367",346,133,277
0309-1317,346,149,737
"0937-9347,1613-7507",346,188,454
1229-6783,346,20,23
"0306-4220,1746-6067",346,12,15
"2234-3806,2234-3814",346,225,744
"0729-4360,1469-8366",346,181,666
0933-7407,346,282,1247
"0167-6903,1573-5087",346,243,1005
"1606-9749,1607-0798",346,49,72
0373-2444,346,9,9
0097-8493,346,241,895
"2309-4990,2309-4990",345,156,370
1536-1284,345,280,3945
2233-4890,345,105,489
"1939-8018,1939-8115",345,138,271
"0218-2165,1793-6527",345,124,211
1878-8181,345,164,337
"1559-2294,1559-2308",345,307,2528
1465-6906,345,252,6536
1331-4343,345,0,0
"1383-875X,1572-8595",345,224,771
1501-6994,345,2,3
"0168-2563,1573-515X",345,293,1777
2090-908X,345,135,326
"1300-0152,1303-6092",345,151,366
"0040-5930,1664-2864",345,41,60
"1547-7029,1864-1245",344,107,216
1355-6215,344,272,1359
0169-8141,344,246,835
1991-0088,344,80,115
"0928-7329,1878-7401",344,138,237
"0953-7104,1369-1635",344,219,694
"0378-1909,1573-5133",344,236,735
"0001-5385,0373-7934",344,14,17
"0307-1847,1744-0378",344,48,69
1607-551X,344,166,432
1040-452X,344,186,774
1100-9233,344,232,1157
"0018-9529,1558-1721",344,266,1480
0305-7372,344,324,4585
1050-1738,344,204,1242
"1663-2818,1663-2826",343,225,754
2311-5181,343,0,0
0896-8411,343,328,4379
"0974-1712,2230-732X",343,29,41
"1300-0128,1303-6181",343,93,167
"1948-5506,1948-5514",343,286,1322
"0022-3395,1937-2345",343,230,755
"0300-9742,1502-7732",343,211,715
0305-0483,343,306,3259
"1068-820X,1573-885X",343,66,108
2044-5385,343,261,1592
1096-7176,343,320,5078
"0002-0206,1555-2462",343,43,102
"1047-7594,2331-5709",342,16,30
1744-4292,342,325,11927
"0114-5916,1179-1942",342,281,1667
1049-8001,342,261,1290
2307-8316,342,92,190
"1918-3003,1918-3011",342,181,477
"0969-7128,1476-5462",342,298,1559
"0091-4037,1563-535X",342,263,989
"2305-0853,1018-6441",342,4,4
"0015-5691,1347-8397",342,28,31
"0161-9152,1574-4647",342,278,1404
1120-7000,342,174,469
"1555-130X,1555-1318",342,119,233
1229-7917,342,3,3
0364-0213,342,224,897
1758-2229,342,235,1219
"2194-9379,2194-9387",342,97,179
"0037-9980,1883-6526",342,79,162
2300-2557,342,49,74
1050-642X,341,205,957
"1746-1391,1536-7290",341,221,785
"0176-3679,1439-0795",341,95,305
1438-4221,341,302,2160
"0385-7883,1882-9112",341,6,6
"1081-5589,1708-8267",341,82,272
"0036-5513,1502-7686",341,204,607
0923-5965,341,235,995
"0887-3801,1943-5487",341,238,890
1610-1928,341,203,510
0972-1363,341,16,18
1367-5931,341,294,4287
0189-6016,341,132,259
"1474-7758,1474-7766",341,136,465
"1350-7486,1469-8293",341,44,61
"0093-4666,2154-8889",341,96,168
"0948-6704,1435-1269",341,153,404
"0268-1080,1460-2237",341,235,833
1687-7934,341,23,27
2155-9570,340,21,38
1086-3176,340,30,54
2173-5808,340,22,27
"1340-7988,1882-966X",340,5,5
1068-5200,340,219,912
"1083-7450,1097-9867",340,203,509
1309-1042,340,270,1007
"2288-6575,2288-6796",340,228,687
1058-8388,340,255,1039
1976-6696,340,265,1356
0745-7472,340,27,35
1994-4683,340,4,4
1806-8324,340,182,402
2231-2927,340,69,105
"1049-023X,1945-1938",339,184,515
"0193-9459,1552-8456",339,155,436
1995-042X,339,4,6
0974-7796,339,137,287
2160-3251,339,41,61
1392-6373,339,23,26
"1389-4978,1573-7780",339,188,662
"0075-4358,1753-528X",339,5,5
"2231-3796,0973-7707",339,84,134
1863-0383,339,86,148
1474-9718,339,312,3024
"1471-3012,1741-2684",339,177,554
"1380-3395,1744-411X",339,240,866
"0914-7187,1864-6433",339,217,744
0007-4551,339,141,264
0264-4401,339,187,539
1899-7562,339,148,264
"0315-1468,1208-6029",339,167,401
"1046-1310,1936-4733",339,148,334
"0004-6280,1538-3873",339,209,1704
2412-270X,338,0,0
"1673-1581,1862-1783",338,230,770
"0007-0955,1464-3529",338,163,708
2405-5808,338,84,111
1818-0876,338,147,787
"2327-588X,2327-5901",338,114,245
"1365-3075,0033-4545",338,219,1277
1759-7706,338,179,435
"0882-0538,1744-5205",338,129,307
2307-8960,338,202,853
1793-8236,338,89,156
"1078-1552,1477-092X",338,221,673
1862-8346,338,261,1469
"1687-9120,1687-9139",337,122,250
0379-5284,337,123,231
"0303-6812,1432-1416",337,211,630
"2041-7764,2041-7772",337,24,29
"0340-6717,1432-1203",337,260,1772
"1976-9571,2092-9293",337,128,253
"1749-6403,2052-2207",337,8,12
8755-2930,337,241,1594
2173-5786,337,43,58
0104-1290,337,95,151
1226-4881,337,51,82
"1941-6628,1941-6636",337,141,297
0167-8442,336,250,1413
"0885-7482,1573-2851",336,184,498
"1358-0574,1759-7382",336,25,32
0378-3758,336,190,529
"2234-2400,2234-2443",336,208,648
0021-8502,336,265,1258
1869-9537,336,89,191
"0950-0693,1464-5289",336,225,694
0894-0282,336,285,2398
"1753-1586,2052-4420",336,6,6
"1435-9448,1435-9456",336,274,1128
1476-069X,336,288,2000
"0142-7873,1464-3774",336,252,1049
1516-0572,336,93,187
1225-0112,336,97,172
1678-457X,336,111,206
0374-8111,336,65,104
0034-7094,336,135,293
"2146-3123,2146-3131",335,116,247
2161-3915,335,191,643
0952-8369,335,224,953
"0959-6658,1460-2423",335,239,1391
0305-182X,335,242,1095
"0306-624X,1552-6933",335,168,361
0424-7760,335,70,133
1878-6146,335,289,1171
"0970-4078,2229-4473",335,11,11
"0930-343X,1435-0130",335,70,136
1478-6362,335,233,785
1553-8389,335,206,617
"1942-0862,1942-0870",335,275,1928
0254-6272,335,164,368
0196-8092,335,237,958
"1937-3384,1937-3392",335,291,1861
2187-9745,335,91,156
2077-0383,335,260,1307
"0008-4301,1480-3283",335,227,879
1314-7536,335,20,25
0022-1031,334,285,1664
0036-8148,334,16,18
2219-5122,334,0,0
"0035-8533,1474-029X",334,32,45
"1366-638X,1572-9753",334,244,786
2219-5106,334,0,0
"0004-8402,1471-6828",334,67,141
"0969-0700,2052-2916",334,142,408
"1054-3406,1520-5711",334,155,473
0137-7183,334,157,316
"2191-0278,0334-0139",334,127,244
"0022-2348,1525-609X",334,197,534
"2087-2100,2086-9614",334,64,90
"1011-7571,1423-0151",334,166,415
0367-6293,334,166,378
"0031-8094,1467-9213",333,67,185
1095-4244,333,236,994
"2165-3402,2165-3410",333,146,295
"0021-969X,2040-4867",333,8,13
2325-730X,333,0,0
0160-2896,333,262,1744
"0809-8131,1944-8260",333,33,92
0716-8640,333,4,4
"1878-3619,0959-2989",333,102,178
0275-2565,333,273,1080
"1861-2121,1868-1646",333,56,125
"1025-496X,1560-7917",333,226,1578
"1382-4090,1572-9303",333,127,284
1361-8415,333,291,2538
"1708-5381,1708-539X",333,191,416
0163-5964,333,170,847
1469-0292,333,268,1412
2278-5736,333,49,70
1471-4892,333,286,2661
1815-0659,333,84,131
0093-6413,333,241,992
"1025-6415,2518-153X",332,4,4
0195-0738,332,164,395
"1061-0278,1029-0478",332,216,609
"1066-369X,1934-810X",332,66,106
0179-1613,332,246,842
0022-0124,332,169,411
"1857-7881,1857-7431",332,3,11
"1354-3776,1744-7674",332,241,1262
1876-3804,332,211,967
1442-9985,332,175,604
"2233-601X,2093-6516",331,127,231
"1354-750X,1366-5804",331,197,684
2176-9133,331,10,11
"0393-2990,1573-7284",331,276,2471
2320-7027,331,11,11
0740-7459,331,198,904
"0141-0768,1758-1095",331,181,601
"2162-2078,2162-2086",331,51,77
"0168-8162,1572-9702",331,226,772
"2154-4794,0034-9631",331,3,3
0886-6236,331,295,2298
"0305-7070,1465-3893",331,81,156
1875-9572,330,179,544
1836-0947,330,220,811
"1754-9426,1754-9434",330,150,692
1679-4508,330,126,269
0019-5545,330,118,222
1445-4408,330,253,1255
"0957-4824,1460-2245",330,179,542
2354-1075,330,0,0
"1077-8012,1552-8448",330,189,669
0008-8749,330,267,1438
0362-2525,330,233,735
1369-6513,330,223,655
0168-9274,330,205,770
"0001-4338,1555-628X",330,142,300
1060-8303,330,0,0
"1751-2433,1751-2441",329,224,944
"2162-5336,2162-5344",329,100,182
0017-467X,329,184,625
2156-8650,329,85,128
1001-6058,329,198,607
0306-9192,329,281,2068
"1464-8849,1741-3001",329,172,699
2073-8994,329,176,602
"1899-2358,2082-7865",329,96,184
1744-5647,329,203,579
"1473-9879,1475-990X",329,75,131
"2149-2263,2149-2271",329,89,173
"1369-7137,1473-0804",329,208,1048
1541-4612,329,62,95
"0146-8693,1465-735X",328,243,1028
1226-9107,328,20,23
"1559-4491,1938-5447",328,127,263
"0303-4259,1439-0876",328,72,102
1738-5733,328,193,578
"0003-6838,1608-3024",328,148,322
1876-0341,328,204,654
"0733-4648,1552-4523",328,212,775
1024-2708,328,68,114
"1612-510X,1612-5118",328,254,1055
"0969-7330,1477-0989",328,152,432
2352-0779,328,64,131
"2333-9705,2333-9721",328,24,27
1076-2787,328,223,1148
1553-877X,328,310,10343
"2163-0402,2163-0933",327,106,239
0301-0546,327,225,680
"1672-7681,2042-0226",327,249,1586
"0035-8665,2052-0468",327,91,216
0931-1785,327,198,413
"2162-2248,2162-2256",327,90,258
1067-1927,327,254,1397
"1598-5865,1865-2085",327,138,345
0102-6720,327,175,402
0305-1862,327,160,417
"1867-1071,1867-108X",327,173,506
"0008-4166,1480-3275",327,228,720
"0954-4119,2041-3033",327,202,602
"0020-7233,1029-0400",327,93,177
"1540-7063,1557-7023",327,280,1350
"0040-2982,1478-2286",327,9,14
"0974-7893,0974-7907",327,75,106
0361-1817,326,91,180
1569-190X,326,247,1280
"0037-4466,1573-9260",326,104,184
1225-6382,326,42,50
"1436-6274,1436-6282",326,54,83
0037-6795,326,3,3
"0022-1295,1540-7748",326,227,1483
0026-8984,326,9,9
0959-6682,326,28,29
"1368-3500,1747-7603",326,212,683
0020-9996,326,292,2998
"0011-3204,1537-5382",326,157,728
2198-4999,326,0,0
"2307-6666,2307-3489",326,99,140
"0022-1430,1727-5652",326,234,1195
0888-613X,326,246,1661
"0026-8933,1608-3245",326,158,329
"0010-065X,1938-4394",326,95,159
0034-6667,325,249,993
"2310-1202,2226-910X",325,0,0
"2193-6218,2193-6226",325,123,230
0350-199X,325,120,234
0021-9762,325,204,969
1225-8563,325,176,338
0008-428X,325,164,553
1093-474X,325,233,964
1879-7296,325,141,387
"2327-4336,2327-4344",325,66,96
1540-9295,324,217,2853
0277-5395,324,153,409
1598-298X,324,15,17
2161-0355,324,0,0
"1382-2373,2213-4360",324,3,7
"1366-9877,1466-4461",324,198,481
"2191-0359,0792-1233",324,84,157
"1942-969X,1942-9681",324,232,892
"0016-7606,1943-2674",324,273,1673
2215-0986,324,252,1161
0028-3770,324,102,245
2473-0114,324,1,1
1868-6974,324,249,1461
1544-6123,324,188,427
0034-737X,324,89,141
"0341-0501,1438-9916",324,12,25
